Plugin,Menu,Section,Type,English,Japanese
DalamudACT,Settings,StatsPanel,Tooltip,可统一调整主题色透明度，并分别调整每个职业的 RGB 颜色；主题色模式下，占比条会使用这里的配置。,テーマ色の透明度を一括調整し、各ジョブのRGB色も個別に変更できます。テーマ色モードではここで設定した色を割合バーに使用します。
DalamudACT,Settings,StatsPanel,Text,同时作用于三页,3ページ共通
DalamudACT,Settings,StatsPanel,Help,延迟结束,遅延終了
DalamudACT,Settings,StatsPanel,Help,当前样式不使用统计页列宽记忆。,現在のスタイルでは統計ページの列幅保存を使用しません。
DalamudACT,Settings,StatsPanel,Button,恢复默认主题色,既定のテーマ色に戻す
DalamudACT,Settings,StatsPanel,Card,悬浮对象显示,フローティング表示対象
DalamudACT,Settings,StatsPanel,Card,悬浮窗展示模式,フローティング表示モード
DalamudACT,Settings,StatsPanel,Header,战斗结束设置,戦闘終了設定
DalamudACT,Settings,StatsPanel,Tooltip,控制 DPS / HPS / 承伤 三个页面的共享列显示与显示人数。,DPS / HPS / 被ダメの3ページで共通する列と表示人数を設定します。
DalamudACT,Settings,StatsPanel,Tooltip,控制悬浮窗统计列表中显示玩家、友方 NPC 与敌方 NPC 的组合。,フローティング統計一覧に表示するプレイヤー・味方NPC・敵NPCの組み合わせを設定します。
DalamudACT,Settings,StatsPanel,Tooltip,控制本地统计何时把当前战斗视为结束，并决定何时生成战斗快照。,現在の戦闘をいつ終了扱いにするか、また戦闘スナップショットをいつ生成するかを設定します。
DalamudACT,Settings,StatsPanel,Slider,敌方 NPC 最低血量倍率,敵NPCの最低HP倍率
DalamudACT,Settings,StatsPanel,Checkbox,显示 DPS,DPSを表示
DalamudACT,Settings,StatsPanel,Checkbox,显示 HPS,HPSを表示
DalamudACT,Settings,StatsPanel,Checkbox,显示 历史记录,履歴を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示 承伤,被ダメを表示
DalamudACT,Settings,StatsPanel,Checkbox,显示 概览,概要を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示伤害列,ダメージ列を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示死亡列,死亡列を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示玩家列,プレイヤー列を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示秒伤列,DPS列を表示
DalamudACT,Settings,StatsPanel,Checkbox,显示职业列,ジョブ列を表示
DalamudACT,Settings,StatsPanel,Radio,智能：多人仅玩家，单人可含友方 NPC,自動：PT時はプレイヤーのみ、ソロ時は味方NPCを含める
DalamudACT,Settings,StatsPanel,Header,查看列语义映射,列の対応関係を表示
DalamudACT,Settings,StatsPanel,Header,查看当前列宽记忆,現在保存されている列幅を表示
DalamudACT,Settings,StatsPanel,Tooltip,统计页与历史记录页的可拖拽列宽会自动写入配置，并在下次打开插件时恢复。,統計ページと履歴ページで変更した列幅は自動保存され、次回起動時に復元されます。
DalamudACT,Settings,StatsPanel,Card,职业主题色调色板,ジョブテーマカラーパレット
DalamudACT,Settings,StatsPanel,Text,至少保留一个页签,少なくとも1つのタブを残してください
DalamudACT,Settings,StatsPanel,Table,设置项,設定項目
DalamudACT,Settings,StatsPanel,Help,这里只改共享列；三页会一起生效。,ここでは共有列のみ変更し、3ページすべてに反映されます。
DalamudACT,Settings,StatsPanel,Help,这里统一控制所有职业主题色的透明度；下方单职业颜色编辑只调整 RGB。,ここで全ジョブの透明度を一括設定し、下のジョブ別設定ではRGBのみ変更します。
DalamudACT,Settings,StatsPanel,Button,重置历史页列宽记忆,履歴ページの列幅保存をリセット
DalamudACT,Settings,StatsPanel,Button,重置统计页列宽记忆,統計ページの列幅保存をリセット
DalamudACT,Settings,StatsPanel,Table,限制显示条目数,表示件数を制限
DalamudACT,Settings,StatsPanel,Text,默认先收起当前列宽数值；需要核对保存结果时再展开查看。,現在保存されている列幅は既定で折りたたまれています。保存結果を確認するときに展開してください。
DalamudACT,Settings,StatsPanel,Text,默认先收起这张对照表；只有在核对 DPS / HPS / 承伤 列含义时再展开。,この対応表は既定で折りたたまれています。DPS / HPS / 被ダメの列内容を確認するときだけ展開してください。
DalamudACT,Settings,Status,Button,保存当前UI为默认,現在のUIを既定として保存
DalamudACT,Settings,Status,Text,否,いいえ
DalamudACT,Settings,Status,Checkbox,启用调试日志,デバッグログを有効化
DalamudACT,Settings,Status,Checkbox,回顾模式,リプレイモード
DalamudACT,Settings,Status,Text,定义:,定義：
DalamudACT,Settings,Status,Text,已加载,読み込み済み
DalamudACT,Settings,Status,Button,已有时间轴,保存済みタイムライン
DalamudACT,Settings,Status,Tooltip,开启后输出慢帧性能日志，用于定位卡顿来源。日志频道固定为 Debug。 ,有効にすると低速フレームの性能ログを出力し、カクつきの原因調査に使用します。ログチャンネルはDebug固定です。
DalamudACT,Settings,Status,Tooltip,开启后，战斗回顾播放会按真实战斗进入统计、战斗流水和时间轴。与完整设置里的回顾模式相同。,有効にすると、コンテンツリプレイ再生を実戦として統計・戦闘ログ・タイムラインへ反映します。詳細設定のリプレイモードと同じです。
DalamudACT,Settings,Status,Checkbox,强化日志,拡張ログ
DalamudACT,Settings,Status,Text,快捷入口,クイックアクセス
DalamudACT,Settings,Status,Text,时间轴:,タイムライン：
DalamudACT,Settings,Status,Text,是,はい
DalamudACT,Settings,Status,Text,未加载,未読み込み
DalamudACT,Settings,Status,Text,自动下载:,自動ダウンロード：
DalamudACT,Settings,Status,Text,运行:,実行：
DalamudACT,Settings,Status,Button,还原默认UI,既定UIに戻す
DalamudACT,Settings,StatusObserver,Header,内容,内容
DalamudACT,Settings,StatusObserver,Radio,图标模式,アイコンモード
DalamudACT,Settings,StatusObserver,Tooltip,实时查看自身和当前目标身上的状态，用于确认 Buff/Debuff 的 StatusId。右键状态行可复制或关注。,自分と現在のターゲットに付いているステータスをリアルタイム表示し、Buff/DebuffのStatusId確認に使います。ステータス行を右クリックするとコピーや監視登録ができます。
DalamudACT,Settings,StatusObserver,Text,当前：图标模式,現在：アイコンモード
DalamudACT,Settings,StatusObserver,Text,当前：文字模式,現在：テキストモード
DalamudACT,Settings,StatusObserver,Header,数量限制,表示数制限
DalamudACT,Settings,StatusObserver,Radio,文字模式,テキストモード
DalamudACT,Settings,StatusObserver,Checkbox,显示下方状态ID,下部にステータスIDを表示
DalamudACT,Settings,StatusObserver,Checkbox,显示减益状态,デバフを表示
DalamudACT,Settings,StatusObserver,Checkbox,显示来源信息,付与元情報を表示
DalamudACT,Settings,StatusObserver,Text,显示模式,表示モード
DalamudACT,Settings,StatusObserver,Checkbox,显示状态监控窗口,ステータス監視ウィンドウを表示
DalamudACT,Settings,StatusObserver,Checkbox,显示目标状态,ターゲットのステータスを表示
DalamudACT,Settings,StatusObserver,Checkbox,显示自身状态,自分のステータスを表示
DalamudACT,Settings,StatusObserver,Card,状态ID监控,ステータスID監視
DalamudACT,Settings,StatusObserver,Slider,目标状态最大显示数量,ターゲットのステータス最大表示数
DalamudACT,Settings,StatusObserver,Slider,自身状态最大显示数量,自分のステータス最大表示数
DalamudACT,Settings,StatusObserver,Help,锁定后自动适配内容大小,固定時は内容に合わせて自動サイズ調整
DalamudACT,Settings,StatusObserver,Checkbox,锁定状态监控窗口,ステータス監視ウィンドウを固定
DalamudACT,Settings,StatusObserver,Help,锁定状态监控窗口时，窗口不可拖动或缩放，并会根据当前显示内容自动调整大小。未锁定时可手动拖动和调整尺寸。右键状态监控悬浮窗可开关设置窗口。 ,固定中はウィンドウを移動・リサイズできず、内容に合わせて自動調整されます。固定解除時は手動で移動・サイズ変更できます。ステータス監視ウィンドウを右クリックすると設定画面を開閉できます。
DalamudACT,Settings,TTS,Text,AOE / 死刑等分类提示,AOE／タンク強攻撃などの分類を読み上げ
DalamudACT,Settings,TTS,Slider,TTS 提前秒数,TTS先読み秒数
DalamudACT,Settings,TTS,Text,TTS 播报,TTS読み上げ
DalamudACT,Settings,TTS,Checkbox,启用时间轴 TTS,タイムラインTTSを有効化
DalamudACT,Settings,TTS,Checkbox,播报应对方案,対処方法を読み上げ
DalamudACT,Settings,TTS,Checkbox,播报技能名,スキル名を読み上げ
DalamudACT,Settings,TTS,Checkbox,播报机制,ギミックを読み上げ
DalamudACT,Settings,TTS,Checkbox,播报队友无敌技能,PTメンバーの無敵スキルを読み上げ
DalamudACT,Settings,TTS,Text,机制名之外额外播报技能名称,ギミック名に加えてスキル名も読み上げ
DalamudACT,Settings,TTS,Text,读条ID 即时播，结算ID 到达时播,詠唱IDは即時、解決IDは到達時に読み上げ
DalamudACT,Settings,TTS,Text,队友使用死斗、神圣领域、死而不僵、超火流星时播报技能名；PvP 区域不播报,PTメンバーがホルムギャング、インビンシブル、リビングデッド、ボーライドを使用した際にスキル名を読み上げます。PvPエリアでは読み上げません。
DalamudACT,Settings,TTS,Text,需要 DailyRoutines 文本转语音,DailyRoutinesのテキスト読み上げ機能が必要です
DalamudACT,Settings,Theme,Text,主题配色,テーマカラー
DalamudACT,Settings,Theme,Text,预览,プレビュー
DalamudACT,Settings,Timeline,Checkbox,DailyRoutines TTS,DailyRoutines TTS
DalamudACT,Settings,Timeline,Checkbox,PTメンバーの無敵スキルを読み上げ,PTメンバーの無敵スキルを読み上げ
DalamudACT,Settings,Timeline,Slider,TTS提前秒数,TTS先読み秒数
DalamudACT,Settings,Timeline,Status,下载中...,ダウンロード中...
DalamudACT,Settings,Timeline,Button,刷新当前副本时间轴,現在のコンテンツのタイムラインを更新
DalamudACT,Settings,Timeline,Button,取消强制加载,強制読み込みを解除
DalamudACT,Settings,Timeline,Text,同一区域每小时最多下载一次,同一エリアでは1時間に最大1回だけダウンロード
DalamudACT,Settings,Timeline,Text,在副本内,コンテンツ内
DalamudACT,Settings,Timeline,Status,在线时间轴操作超时，请稍后重试。,オンラインタイムライン操作がタイムアウトしました。しばらくしてから再試行してください。
DalamudACT,Settings,Timeline,Text,在线时间轴说明,オンラインタイムラインの説明
DalamudACT,Settings,Timeline,Text,尚未加载时间轴。,タイムラインはまだ読み込まれていません。
DalamudACT,Settings,Timeline,Button,强制加载时间轴,タイムラインを強制読み込み
DalamudACT,Settings,Timeline,Text,当前下载状态,現在のダウンロード状態
DalamudACT,Settings,Timeline,Text,当前：强制加载中,現在：強制読み込み中
DalamudACT,Settings,Timeline,Checkbox,技能名を読み上げ,スキル名を読み上げ
DalamudACT,Settings,Timeline,Checkbox,播报机制（AOE/死刑分类）,ギミックを読み上げ（AOE／タンク強攻撃分類）
DalamudACT,Settings,Timeline,Checkbox,效果方法を読み上げ,対処方法を読み上げ
DalamudACT,Settings,Timeline,Slider,时间条间隔,タイムライン行間隔
DalamudACT,Settings,Timeline,Header,时间轴控制,タイムライン操作
DalamudACT,Settings,Timeline,Text,时间轴文件,タイムラインファイル
DalamudACT,Settings,Timeline,Text,时间轴服务未初始化。,タイムラインサービスが初期化されていません。
DalamudACT,Settings,Timeline,Slider,时间轴行间隔,タイムライン行間隔
DalamudACT,Settings,Timeline,Button,显示已有时间轴,保存済みタイムラインを表示
DalamudACT,Settings,Timeline,Slider,显示未来秒数,先の表示秒数
DalamudACT,Settings,Timeline,Header,显示范围、距离与声音,表示範囲・距離・音声
DalamudACT,Settings,Timeline,Button,更新时间轴,タイムラインを更新
DalamudACT,Settings,Timeline,Slider,最大显示条数,最大表示件数
DalamudACT,Settings,Timeline,Slider,未来显示秒数,先の表示秒数
DalamudACT,Settings,Timeline,Text,未知,不明
DalamudACT,Settings,Timeline,Text,目前时间轴仅涵盖 7.x 版本内容。,現在のタイムラインは7.xコンテンツのみ対応しています。
DalamudACT,Settings,Timeline,Text,自动下载时间轴,タイムライン自動ダウンロード
DalamudACT,Settings,Timeline,Checkbox,进入副本时自动下载时间轴,コンテンツ突入時にタイムラインを自動ダウンロード
DalamudACT,Settings,Window,Text,DPS / HPS / 承伤统计,DPS / HPS / 被ダメ統計
DalamudACT,Settings,Window,Text,DPS统计 设置,DPS統計 設定
DalamudACT,Settings,Window,Text,团辅、减伤、食物、自定义技能,PT支援、軽減、食事、カスタムスキル
DalamudACT,Settings,Window,Text,当前副本机制倒计时,現在のコンテンツギミックのカウントダウン
DalamudACT,Settings,Window,Text,技能监控,スキル監視
DalamudACT,Settings,Window,Checkbox,显示,表示
DalamudACT,Settings,Window,Text,目标、自身、触发状态排查,対象・自身・トリガー状態の確認
DalamudACT,Settings,Window,Text,窗口控制,ウィンドウ制御
DalamudACT,Settings,Window,Text,统计面板,統計パネル
DalamudACT,Settings,Window,Checkbox,锁定,固定
DalamudACT,,,,      TTS##quick_nav_Tts,      TTS##quick_nav_Tts
DalamudACT,,,,      基础##quick_nav_Basic,      基本##quick_nav_Basic
DalamudACT,,,,      外观##quick_nav_Appearance,      外観##quick_nav_Appearance
DalamudACT,,,,      性能##quick_nav_Performance,      パフォーマンス##quick_nav_Performance
DalamudACT,,,,      时间轴##quick_nav_Timeline,      タイムライン##quick_nav_Timeline
DalamudACT,,,,      状态##quick_nav_Status,      ステータス##quick_nav_Status
DalamudACT,,,,固定###锁定##lock_技能监控,固定###锁定##lock_技能监控
DalamudACT,,,,固定###锁定##lock_时间轴,固定###锁定##lock_时间轴
DalamudACT,,,,固定###锁定##lock_状态监控,固定###锁定##lock_状态监控
DalamudACT,,,,固定###锁定##lock_统计面板,固定###锁定##lock_统计面板
DalamudACT,,,,定义: 时间轴,定義: タイムライン
DalamudACT,,,,时间轴: 未加载,タイムライン: 未読み込み
DalamudACT,,,,暮 Sunset Glow,夕暮れ Sunset Glow
DalamudACT,,,,最大表示件数,最大表示件数
DalamudACT,,,,极简 Monochrome,ミニマル Monochrome
DalamudACT,,,,森 Forest Canopy,森 Forest Canopy
DalamudACT,,,,海 Ocean Breeze,海 Ocean Breeze
DalamudACT,,,,深海 Ocean Night,深海 Ocean Night
DalamudACT,,,,版本: 0.15.2.72,バージョン: 0.15.2.72
DalamudACT,,,,紫 Royal Purple,紫 Royal Purple
DalamudACT,,,,自动下载: ,自動ダウンロード: 
DalamudACT,,,,設定 / v0.15.2.72,設定 / v0.15.2.72
DalamudACT,,,,设置 / v0.15.2.72,設定 / v0.15.2.72
DalamudACT,,,,赛博 Cyberpunk,サイバー Cyberpunk
DalamudACT,,,,运行: 否,実行中: いいえ
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,龙骑,竜騎士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,诗人,吟遊詩人
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,白魔,白魔道士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,黑魔,黒魔道士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,召唤,召喚士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,机工,機工士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,暗骑,暗黒騎士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,占星,占星術師
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,赤魔,赤魔道士
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,绝枪,ガンブレイカー
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,镰刀,リーパー
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,蝰蛇,ヴァイパー
DalamudACT,PartyMonitor,ShortJobName,DrawListAddText,绘灵,ピクトマンサー
DalamudACT,,,,就绪,準備完了
DalamudACT,,,,左键展开技能监控,左クリックでスキル監視を展開
DalamudACT,,,,左键展开状态监控,左クリックでステータス監視を展開
DalamudACT,,,,左键折叠技能监控,左クリックでスキル監視を折りたたむ
DalamudACT,,,,左键折叠状态监控,左クリックでステータス監視を折りたたむ
DalamudACT,,,,非战斗中，已暂停刷新。点击立即刷新一次。,非戦闘中のため更新を一時停止しています。クリックすると今すぐ1回更新します。
DalamudACT,,,,无目标或目标没有可显示状态。,対象がいないか、表示できるステータスがありません。
DalamudACT,,,,没有可显示状态。 ,表示できるステータスがありません。 
DalamudACT,,,,目标状态,対象のステータス
DalamudACT,,,,自身状态,自身のステータス
DalamudACT,,,,Param：30,パラメータ：30
DalamudACT,,,,保留与筛选###combat_timeline_tools,保持とフィルター###combat_timeline_tools
DalamudACT,,,,共 0 条,合計 0 件
DalamudACT,,,,剩余：30.0s,残り：30.0秒
DalamudACT,,,,层数：30,スタック数：30
DalamudACT,,,,悬浮窗样式,フローティングウィンドウ表示
DalamudACT,,,,暂停,一時停止
DalamudACT,,,,未检测到食物效果,食事効果を検出できません
DalamudACT,,,,来源：E0000000,発生元：E0000000
DalamudACT,,,,準備完了,準備完了
DalamudACT,,,,窗口设置,ウィンドウ設定
DalamudACT,,,,自動調整###自动适配,自動調整###自动适配
DalamudACT,,,,記録中,記録中
DalamudACT,,,,記録開始###开始记录,記録開始###开始记录
